account_id,account_number,customer_id,branch_id,account_type,account_status,opened_date,current_balance
8775,AC00008775,67,3,CURRENT,Closed,2024-08-10,332730.92
8776,AC00008776,35,3,Current,Inactive,2026-04-04,256470.78
8777,AC00008777,1,2,saving,active,2025-02-14,197511.88
8778,AC00008778,45,3,saving,Inactive,2023-11-30,38278.97
8779,AC00008779,1,3,Current,Inactive,2022-11-29,459935.62
8780,AC00008780,31,2,Current,Inactive,2024-06-12,32510.87
8781,AC00008781,48,1,Current,Inactive,2025-11-20,329844.85
8782,AC00008782,14,1,Fixed Deposit,Inactive,2024-02-26,126615.95
8783,AC00008783,48,4,Fixed Deposit,active,2025-09-24,320696.72
8784,AC00008784,40,1,Fixed Deposit,active,2024-11-03,270958.14
8785,AC00008785,84,3,Current,Closed,2023-08-30,186009.03
8786,AC00008786,9,4,saving,Dormant,2023-09-18,8291.25
8787,AC00008787,55,1,Savings,Active,2024-12-14,318666.38
8788,AC00008788,31,1,saving,active,2023-05-11,282755.87
8789,AC00008789,15,2,Current,Inactive,2022-10-28,359397.14
8790,AC00008790,30,2,Fixed Deposit,Active,2025-12-19,59661.5
8791,AC00008791,40,3,CURRENT,Active,2023-09-12,319931.05
8792,AC00008792,21,3,Current,Inactive,2024-05-31,334709.98
8793,AC00008793,82,1,Fixed Deposit,Inactive,2022-06-07,56546.93
8794,AC00008794,46,3,Current,Dormant,2025-12-22,39267.3
8795,AC00008795,69,2,Fixed Deposit,Inactive,2025-11-30,292074.88
8796,AC00008796,21,1,CURRENT,Inactive,2023-11-13,447042.55
8797,AC00008797,78,1,Savings,Inactive,2024-04-30,221010.4
8798,AC00008798,12,1,Savings,Dormant,2024-10-24,396388.14
8799,AC00008799,21,4,Fixed Deposit,Closed,2025-10-16,383225.16
8800,AC00008800,68,1,Fixed Deposit,Inactive,2025-02-18,349782.08
8801,AC00008801,2,1,Savings,Closed,2023-05-28,129696.88
8802,AC00008802,22,3,CURRENT,active,2023-01-15,110670.59
8803,AC00008803,36,4,CURRENT,Closed,2023-10-30,347568.37
8804,AC00008804,27,2,Fixed Deposit,active,2026-01-14,343223.85
8805,AC00008805,90,1,Current,active,2022-06-27,92225.2
8806,AC00008806,54,4,Fixed Deposit,Inactive,2023-11-06,103419.13
8807,AC00008807,48,2,Savings,Closed,2025-10-24,321237.93
8808,AC00008808,62,2,Current,Active,2023-03-11,313547.92
8809,AC00008809,31,4,saving,Closed,2023-02-14,345129.61
8810,AC00008810,10,2,Fixed Deposit,active,2025-04-17,58435.68
8811,AC00008811,10,4,Savings,Dormant,2025-12-19,417331.12
8812,AC00008812,1,1,Fixed Deposit,Closed,2023-05-09,264978.99
8813,AC00008813,89,1,Current,Closed,2023-10-07,234620.86
8814,AC00008814,25,3,Savings,Active,2025-10-22,352803.35
8815,AC00008815,30,1,Current,Closed,2024-04-26,242014.06
8816,AC00008816,33,3,Savings,Active,2024-12-11,434202.9
8817,AC00008817,85,3,CURRENT,active,2023-11-12,340544.71
8818,AC00008818,28,4,Current,Closed,2022-08-04,369961.94
8819,AC00008819,42,2,CURRENT,active,2022-07-19,183658.5
8820,AC00008820,61,4,Savings,Dormant,2023-11-06,78053.34
8821,AC00008821,91,2,CURRENT,Dormant,2022-07-16,129080.08
8822,AC00008822,67,2,Current,Inactive,2023-12-08,8012.91
8823,AC00008823,55,2,CURRENT,active,2025-05-16,246852.54
8824,AC00008824,55,1,Current,Dormant,2025-11-03,275313.85
8825,AC00008825,73,4,CURRENT,Dormant,2022-11-03,384247.71
8826,AC00008826,29,3,saving,Closed,2024-04-06,465233.72
8827,AC00008827,100,4,CURRENT,Inactive,2024-09-20,494626.95
8828,AC00008828,55,3,Savings,Closed,2025-12-22,463792.27
8829,AC00008829,90,1,saving,Closed,2024-08-12,2751.18
8830,AC00008830,68,2,Fixed Deposit,Active,2023-02-09,425967.99
8831,AC00008831,90,1,CURRENT,active,2024-12-27,14469.2
8832,AC00008832,15,3,Fixed Deposit,active,2025-06-29,244651.26
8833,AC00008833,29,1,saving,Dormant,2023-03-22,422128.47
8834,AC00008834,46,3,Current,Closed,2025-05-15,403312.04
8835,AC00008835,58,3,Savings,Closed,2023-12-10,486264.83
8836,AC00008836,20,3,Savings,active,2024-07-18,426930.62
8837,AC00008837,36,2,Savings,Closed,2023-04-18,287941.35
8838,AC00008838,34,3,saving,active,2022-06-18,99312.2
8839,AC00008839,39,1,saving,Inactive,2023-06-07,129601.55
8840,AC00008840,73,4,Fixed Deposit,Closed,2026-02-16,395085.03
8841,AC00008841,70,1,Fixed Deposit,Active,2024-02-03,85880.35
8842,AC00008842,76,2,CURRENT,Active,2025-05-12,68784.64
8843,AC00008843,57,4,saving,Inactive,2023-02-16,474457.23
8844,AC00008844,51,1,saving,active,2023-06-04,431068.52
8845,AC00008845,98,4,Current,Dormant,2022-07-08,177769.91
8846,AC00008846,75,2,Fixed Deposit,Active,2025-02-24,199407.12
8847,AC00008847,65,4,Savings,Inactive,2023-07-01,303135.86
8848,AC00008848,97,3,CURRENT,Dormant,2025-08-16,191166.8
8849,AC00008849,7,1,CURRENT,Dormant,2023-04-05,25885.13
8850,AC00008850,50,3,Fixed Deposit,Inactive,2025-11-24,364518.92
8851,AC00008851,21,1,Fixed Deposit,active,2022-11-17,183153.33
8852,AC00008852,6,1,Current,Active,2023-08-07,467928.92
8853,AC00008853,42,4,Current,Dormant,2024-07-25,393843.97
8854,AC00008854,40,3,saving,Dormant,2025-03-19,184954.48
8855,AC00008855,41,3,Current,active,2022-08-08,463050.82
8856,AC00008856,58,2,Savings,Active,2024-08-13,142208.06
8857,AC00008857,75,3,Savings,Dormant,2022-07-20,167429.25
8858,AC00008858,12,1,Savings,Closed,2024-08-09,40667.33
8859,AC00008859,99,4,Savings,Inactive,2024-04-05,183662.1
8860,AC00008860,23,2,Fixed Deposit,Closed,2022-11-22,35810.31
8861,AC00008861,37,4,Savings,Closed,2024-09-18,360165.64
8862,AC00008862,45,4,saving,Dormant,2022-09-16,357490.64
8863,AC00008863,90,1,CURRENT,Closed,2025-05-06,23134.2
8864,AC00008864,96,4,CURRENT,Active,2022-09-14,155734.19
8865,AC00008865,4,1,CURRENT,Dormant,2024-01-05,218539.25
8866,AC00008866,81,4,Current,Inactive,2024-07-02,181932.5
8867,AC00008867,34,3,Current,Dormant,2023-03-11,79709.24
8868,AC00008868,9,2,Savings,Inactive,2022-10-28,213389.73
8869,AC00008869,13,2,Current,Active,2025-07-25,235538.44
8870,AC00008870,12,3,saving,Closed,2023-02-28,304845.33
8871,AC00008871,21,3,CURRENT,Active,2023-04-14,232393.39
8872,AC00008872,55,2,Current,Dormant,2025-10-11,133583.42
8873,AC00008873,75,3,Savings,active,2024-03-15,171749.25
8874,AC00008874,91,3,CURRENT,Closed,2024-03-24,216345.35
8875,AC00008875,16,3,Fixed Deposit,Inactive,2025-10-11,219612.52
8876,AC00008876,48,2,CURRENT,Active,2024-11-16,143632.47
8877,AC00008877,15,4,Savings,active,2023-07-14,343469.66
8878,AC00008878,31,4,Savings,Inactive,2024-07-03,430904.67
8879,AC00008879,86,1,Fixed Deposit,Closed,2025-03-22,206358.57
8880,AC00008880,88,1,saving,Inactive,2025-09-09,105640.43
8881,AC00008881,50,2,Current,Inactive,2023-05-05,463252.83
8882,AC00008882,46,3,saving,active,2024-03-04,113524.38
8883,AC00008883,28,1,Fixed Deposit,Closed,2024-01-25,351480.25
8884,AC00008884,61,4,Current,Inactive,2024-03-18,197189.88
8885,AC00008885,14,2,CURRENT,Inactive,2022-07-30,133552.56
8886,AC00008886,9,3,saving,active,2024-02-08,219527.9
8887,AC00008887,50,2,CURRENT,active,2024-11-30,42306.35
8888,AC00008888,22,4,Current,active,2024-06-03,303858.89
8889,AC00008889,89,3,Savings,Closed,2026-05-15,380603.18
8890,AC00008890,21,4,Fixed Deposit,Closed,2024-10-18,316488.01
8891,AC00008891,36,1,Current,Active,2023-03-09,257495.29
8892,AC00008892,64,2,Savings,Closed,2025-10-05,78275.66
8893,AC00008893,99,3,Current,Inactive,2024-05-31,155173.79
8894,AC00008894,76,3,CURRENT,Active,2022-06-21,242985.58
8895,AC00008895,52,1,Savings,Dormant,2023-06-26,13848.42
8896,AC00008896,86,1,saving,Active,2024-08-28,163795.15
8897,AC00008897,71,1,Fixed Deposit,active,2022-08-06,54250.22
8898,AC00008898,46,3,Fixed Deposit,Inactive,2025-12-06,395942.57
8899,AC00008899,91,2,Fixed Deposit,Dormant,2022-07-20,430901.54
8900,AC00008900,62,4,Savings,active,2022-08-14,124781.87
8901,AC00008901,50,3,Current,Inactive,2024-06-25,261978.11
8902,AC00008902,25,1,Savings,active,2023-06-21,171193.83
8903,AC00008903,31,3,Savings,Active,2026-02-22,342412.05
8904,AC00008904,77,3,saving,Inactive,2025-01-30,229246.61
8905,AC00008905,15,4,CURRENT,Active,2024-03-26,440671.74
8906,AC00008906,28,4,Savings,Inactive,2025-03-24,288760.1
8907,AC00008907,47,1,CURRENT,active,2024-09-07,191705.88
8908,AC00008908,88,4,Current,active,2025-10-21,280231.8
8909,AC00008909,25,4,Current,Active,2025-09-14,376865.66
8910,AC00008910,69,4,saving,Inactive,2023-10-14,64477.5
8911,AC00008911,59,1,CURRENT,Active,2024-07-18,282977.81
8912,AC00008912,81,4,saving,Active,2022-10-02,413168.88
8913,AC00008913,91,4,saving,Closed,2026-04-21,346701.36
8914,AC00008914,37,4,Savings,Active,2023-09-15,135697.05
8915,AC00008915,47,4,Current,Closed,2024-06-05,353523.97
8916,AC00008916,38,3,Current,Closed,2023-04-19,344503.11
8917,AC00008917,52,3,Fixed Deposit,Inactive,2025-06-11,70903.53
8918,AC00008918,60,3,Fixed Deposit,Dormant,2026-01-26,66068.85
8919,AC00008919,85,2,Savings,Dormant,2023-05-01,176116.11
8920,AC00008920,34,1,CURRENT,active,2023-12-01,2243.59
8921,AC00008921,84,1,CURRENT,active,2023-08-13,172067.44
8922,AC00008922,47,2,Savings,active,2022-07-03,445605.11
8923,AC00008923,84,2,Fixed Deposit,Dormant,2025-09-30,146341.53
8924,AC00008924,13,4,saving,Closed,2025-11-09,225276.84
8925,AC00008925,81,1,Savings,Inactive,2023-02-10,453545.59
8926,AC00008926,18,4,Fixed Deposit,Dormant,2024-06-19,155253.18
8927,AC00008927,39,4,Current,Inactive,2022-06-20,482339.06
8928,AC00008928,19,1,Fixed Deposit,Closed,2025-02-16,358411.69
8929,AC00008929,18,3,Savings,Inactive,2022-10-10,366407.79
8930,AC00008930,86,2,saving,Dormant,2023-04-16,23721.51
8931,AC00008931,66,1,saving,Closed,2024-08-17,363769.92
8932,AC00008932,73,2,CURRENT,Inactive,2022-10-15,437822.63
8933,AC00008933,37,1,Fixed Deposit,Inactive,2024-05-18,20481.79
8934,AC00008934,10,3,Current,Dormant,2026-01-21,353067.63
8935,AC00008935,11,3,saving,active,2023-03-11,92136.76
8936,AC00008936,56,3,Current,Dormant,2023-09-23,66865.37
8937,AC00008937,33,2,saving,active,2023-03-05,490533.55
8938,AC00008938,44,4,saving,Dormant,2022-06-29,286670.54
8939,AC00008939,52,3,Current,active,2026-02-18,473539.51
8940,AC00008940,63,2,Current,Closed,2024-10-24,385384.01
8941,AC00008941,56,1,Fixed Deposit,active,2024-11-07,325885.24
8942,AC00008942,83,3,Current,Active,2023-06-08,270499.08
8943,AC00008943,80,1,Current,Closed,2025-03-20,391184.69
8944,AC00008944,16,2,Current,Dormant,2026-05-07,284296.21
8945,AC00008945,8,4,Savings,Dormant,2025-05-03,55375.63
8946,AC00008946,80,2,Savings,Dormant,2025-05-09,24347.64
8947,AC00008947,27,4,Fixed Deposit,Dormant,2025-05-13,311570.0
8948,AC00008948,49,1,Savings,Inactive,2024-07-27,156511.82
8949,AC00008949,79,3,Current,active,2023-12-04,383786.83
8950,AC00008950,76,4,saving,active,2023-12-03,8187.77
8951,AC00008951,63,4,CURRENT,Active,2023-11-26,391194.76
8952,AC00008952,26,3,CURRENT,Inactive,2024-01-18,431914.44
8953,AC00008953,48,4,saving,Dormant,2023-09-16,81811.88
8954,AC00008954,32,1,saving,Closed,2023-07-01,375548.79
8955,AC00008955,48,2,Fixed Deposit,Inactive,2022-09-13,84129.38
8956,AC00008956,14,3,Savings,Active,2026-01-18,65186.46
8957,AC00008957,93,1,Savings,Active,2025-12-09,384524.69
8958,AC00008958,26,4,Savings,active,2025-02-06,265856.23
8959,AC00008959,26,4,Savings,Closed,2026-01-21,368851.92
8960,AC00008960,6,2,Savings,Active,2026-02-23,101338.15
8961,AC00008961,62,4,Fixed Deposit,Dormant,2022-11-29,367033.76
8962,AC00008962,41,1,CURRENT,Closed,2023-02-18,163353.18
8963,AC00008963,62,4,CURRENT,Closed,2025-11-12,288166.13
8964,AC00008964,70,2,Savings,Dormant,2024-11-25,214481.54
8965,AC00008965,58,1,Savings,Dormant,2024-07-15,172752.11
8966,AC00008966,71,2,Current,Inactive,2026-01-24,152395.01
8967,AC00008967,6,3,saving,Active,2023-12-19,196658.28
8968,AC00008968,43,1,Fixed Deposit,Inactive,2025-07-16,405153.03
8969,AC00008969,66,4,Fixed Deposit,Closed,2023-10-29,245620.64
8970,AC00008970,21,3,saving,Inactive,2024-03-25,168301.05
8971,AC00008971,82,2,Current,Closed,2025-01-01,116109.6
8972,AC00008972,70,3,Savings,active,2025-09-15,12146.45
8973,AC00008973,68,4,saving,Dormant,2022-08-13,107541.7
8974,AC00008974,55,1,Current,Closed,2023-05-28,360833.07
8975,AC00008975,94,3,Savings,Active,2023-03-27,415581.88
8976,AC00008976,87,4,CURRENT,Dormant,2024-05-05,116589.78
8977,AC00008977,80,2,CURRENT,Active,2025-05-13,151522.8
8978,AC00008978,78,4,Current,Dormant,2025-09-18,164392.41
8979,AC00008979,15,1,saving,Dormant,2024-07-13,9679.07
8980,AC00008980,38,4,Fixed Deposit,Dormant,2024-03-06,364390.91
8981,AC00008981,30,2,CURRENT,Dormant,2024-09-04,167732.16
8982,AC00008982,18,1,CURRENT,Inactive,2022-08-07,409274.33
8983,AC00008983,90,3,Fixed Deposit,active,2024-11-04,458018.25
8984,AC00008984,4,3,Fixed Deposit,Dormant,2024-02-14,492855.74
8985,AC00008985,88,1,Fixed Deposit,Inactive,2022-10-09,241183.64
8986,AC00008986,26,3,CURRENT,Active,2026-05-07,113253.68
8987,AC00008987,69,1,saving,Active,2025-10-06,359686.34
8988,AC00008988,82,3,Savings,Inactive,2022-06-12,204043.37
8989,AC00008989,13,1,saving,active,2025-04-27,171209.4
8990,AC00008990,99,2,CURRENT,Dormant,2025-10-27,51057.75
8991,AC00008991,18,4,Fixed Deposit,Dormant,2023-01-22,49260.18
8992,AC00008992,59,3,Savings,Inactive,2023-09-24,208475.59
8993,AC00008993,28,3,CURRENT,Closed,2025-11-24,130182.43
8994,AC00008994,13,3,CURRENT,Inactive,2024-01-10,481832.27
8995,AC00008995,9,1,CURRENT,Active,2025-02-10,2445.86
8996,AC00008996,10,3,Current,Inactive,2023-05-07,284928.4
8997,AC00008997,57,4,CURRENT,Dormant,2024-05-11,154491.72
8998,AC00008998,9,4,saving,active,2024-10-02,269992.91
8999,AC00008999,61,1,Savings,Active,2026-04-12,205179.08
9000,AC00009000,94,2,saving,active,2026-05-07,156681.13
9001,AC00009001,6,2,saving,active,2025-08-24,427725.87
9002,AC00009002,48,4,Current,Active,2025-02-19,179811.17
9003,AC00009003,38,4,Savings,Inactive,2024-11-10,27070.09
9004,AC00009004,18,3,Current,Closed,2024-05-06,78237.08
9005,AC00009005,72,4,CURRENT,Closed,2022-11-07,3505.25
9006,AC00009006,2,4,CURRENT,Inactive,2026-03-12,17533.05
9007,AC00009007,47,3,saving,Inactive,2025-12-28,309925.49
9008,AC00009008,92,1,Fixed Deposit,Inactive,2022-11-23,278076.37
9009,AC00009009,21,1,Current,Closed,2023-01-10,54245.03
9010,AC00009010,31,2,Savings,Inactive,2025-09-06,438393.59
9011,AC00009011,26,4,Current,Inactive,2024-02-07,387157.96
9012,AC00009012,72,3,saving,Inactive,2022-10-21,372570.39
9013,AC00009013,50,2,Current,active,2022-09-18,19259.99
9014,AC00009014,36,3,CURRENT,Inactive,2022-12-04,130127.76
9015,AC00009015,14,3,CURRENT,Closed,2023-05-06,218306.32
9016,AC00009016,14,4,Savings,Active,2022-11-24,265394.66
9017,AC00009017,39,4,Current,Active,2023-04-19,321186.25
9018,AC00009018,5,4,Fixed Deposit,Closed,2024-11-10,425955.36
9019,AC00009019,74,2,Current,Active,2024-01-11,412388.76
9020,AC00009020,30,1,Current,Dormant,2024-04-07,131303.98
9021,AC00009021,49,1,saving,Dormant,2022-06-10,402091.94
9022,AC00009022,79,2,Current,Dormant,2025-09-25,282285.12
9023,AC00009023,33,3,Savings,Closed,2023-02-19,233051.74
9024,AC00009024,12,3,Savings,active,2024-05-12,258648.68
9025,AC00009025,36,1,Fixed Deposit,Dormant,2025-03-15,276220.79
9026,AC00009026,96,3,saving,active,2023-10-05,410212.87
9027,AC00009027,36,4,Current,active,2026-01-21,98716.22
9028,AC00009028,19,2,Fixed Deposit,Dormant,2026-02-27,99611.49
9029,AC00009029,93,2,CURRENT,Inactive,2025-09-27,115150.47
9030,AC00009030,60,2,Savings,Dormant,2024-01-14,456415.9
9031,AC00009031,38,4,Savings,Closed,2026-04-07,252032.99
9032,AC00009032,32,2,Current,Active,2024-12-11,74531.52
9033,AC00009033,28,3,Current,Inactive,2022-09-20,99108.14
9034,AC00009034,99,1,Current,Closed,2024-02-12,19326.81
9035,AC00009035,47,4,CURRENT,active,2023-11-03,413228.94
9036,AC00009036,42,4,CURRENT,Inactive,2023-12-17,340214.91
9037,AC00009037,49,2,Savings,Active,2024-06-14,372373.5
9038,AC00009038,26,1,Current,Closed,2022-10-04,301922.94
9039,AC00009039,39,1,Savings,active,2026-02-02,255868.38
9040,AC00009040,94,3,saving,Closed,2023-03-24,288256.65
9041,AC00009041,91,1,Fixed Deposit,Dormant,2022-09-15,481846.25
9042,AC00009042,94,1,Current,Dormant,2023-01-29,194263.92
9043,AC00009043,44,4,Savings,Inactive,2022-11-10,245291.78
9044,AC00009044,93,3,saving,Closed,2024-03-08,392149.73
9045,AC00009045,89,3,Savings,active,2022-11-06,419870.02
9046,AC00009046,23,2,Savings,Closed,2025-03-29,211413.18
9047,AC00009047,43,2,Savings,Active,2022-09-19,269841.91
9048,AC00009048,36,2,CURRENT,Closed,2023-07-10,233248.33
9049,AC00009049,74,4,Current,Closed,2022-10-03,152514.17
9050,AC00009050,5,1,Savings,active,2024-03-10,79236.41
9051,AC00009051,24,3,Current,Closed,2025-03-15,113224.04
9052,AC00009052,83,4,Current,Dormant,2023-01-12,471816.48
9053,AC00009053,90,2,Savings,Closed,2023-04-14,151799.17
9054,AC00009054,25,3,Current,Inactive,2024-08-26,380578.34
9055,AC00009055,75,2,Savings,active,2023-03-23,259399.25
9056,AC00009056,82,1,Current,Dormant,2024-01-20,101675.3
9057,AC00009057,21,1,Fixed Deposit,Closed,2025-12-19,97114.17
9058,AC00009058,1,4,Current,Active,2023-12-18,51473.65
9059,AC00009059,82,3,Savings,Active,2023-11-08,298016.31
9060,AC00009060,71,1,saving,Inactive,2023-03-13,450424.02
9061,AC00009061,26,4,Savings,Closed,2023-03-19,257025.76
9062,AC00009062,26,3,saving,Closed,2026-03-25,54421.85
9063,AC00009063,61,2,saving,Active,2025-12-21,465693.27
9064,AC00009064,39,1,Savings,Inactive,2023-06-23,273864.05
9065,AC00009065,85,4,saving,active,2024-07-04,226043.2
9066,AC00009066,21,4,CURRENT,Inactive,2025-06-29,189509.43
9067,AC00009067,89,3,Fixed Deposit,Inactive,2024-03-16,262433.58
9068,AC00009068,64,4,CURRENT,Closed,2024-07-25,406208.97
9069,AC00009069,66,3,CURRENT,Inactive,2023-05-13,488180.68
9070,AC00009070,60,1,saving,active,2024-05-12,90537.83
9071,AC00009071,74,4,CURRENT,Active,2022-06-02,231224.13
9072,AC00009072,89,3,Savings,Dormant,2022-10-05,469804.31
9073,AC00009073,88,4,CURRENT,Active,2022-07-14,344961.21
9074,AC00009074,54,2,saving,Active,2024-03-01,462684.8
9075,AC00009075,37,4,saving,Inactive,2025-08-19,311668.61
9076,AC00009076,19,4,Savings,Active,2024-12-18,125055.59
9077,AC00009077,10,3,Fixed Deposit,Closed,2024-01-28,121068.78
9078,AC00009078,53,3,Savings,active,2024-03-18,317483.63
9079,AC00009079,18,3,saving,active,2026-03-03,59344.08
9080,AC00009080,30,3,Current,Active,2025-03-26,489487.39
9081,AC00009081,83,1,saving,Dormant,2022-12-28,270429.5
9082,AC00009082,90,3,saving,Active,2023-07-22,194900.08
9083,AC00009083,5,4,Savings,Active,2025-02-11,103101.76
9084,AC00009084,22,2,CURRENT,Closed,2023-04-07,291396.1
9085,AC00009085,18,3,Current,Active,2024-06-03,179903.56
9086,AC00009086,20,3,Savings,Dormant,2025-01-22,281249.12
9087,AC00009087,80,1,Fixed Deposit,Dormant,2022-12-26,41839.02
9088,AC00009088,37,4,saving,Active,2026-03-31,2045.28
9089,AC00009089,80,3,saving,Closed,2023-01-23,413534.17
9090,AC00009090,55,3,CURRENT,Dormant,2022-11-14,273683.82
9091,AC00009091,43,1,Current,Active,2024-10-29,56773.98
9092,AC00009092,87,3,Savings,Dormant,2024-10-31,107406.85
9093,AC00009093,37,1,CURRENT,Dormant,2026-02-17,440486.56
9094,AC00009094,59,1,saving,active,2024-04-07,282197.76
9095,AC00009095,32,2,Savings,Active,2026-02-13,146068.11
9096,AC00009096,26,3,saving,Inactive,2024-04-01,336916.74
9097,AC00009097,66,4,CURRENT,Dormant,2023-01-15,464083.61
9098,AC00009098,80,2,Current,active,2023-07-11,48093.26
9099,AC00009099,45,4,CURRENT,Active,2023-05-30,310484.67
9100,AC00009100,4,4,Savings,Closed,2026-03-09,460256.23
9101,AC00009101,5,2,Fixed Deposit,active,2025-01-10,435871.07
9102,AC00009102,81,4,CURRENT,active,2023-12-21,202242.24
9103,AC00009103,29,3,Savings,Closed,2023-01-02,407718.3
9104,AC00009104,64,2,Current,Active,2022-07-05,77043.83
9105,AC00009105,7,2,Savings,Dormant,2025-09-30,392053.08
9106,AC00009106,9,2,Savings,active,2024-10-05,69696.91
9107,AC00009107,70,3,Savings,Active,2025-08-29,521.93
9108,AC00009108,15,3,CURRENT,Closed,2025-05-17,310491.62
9109,AC00009109,14,1,CURRENT,Active,2022-07-18,271695.84
9110,AC00009110,16,3,saving,Inactive,2026-01-17,93295.42
9111,AC00009111,39,2,Fixed Deposit,Closed,2025-08-05,308436.14
9112,AC00009112,84,2,saving,active,2023-04-16,29023.71
9113,AC00009113,79,4,Current,Dormant,2024-05-18,292732.7
9114,AC00009114,60,1,Savings,Closed,2025-05-21,301891.1
9115,AC00009115,17,2,CURRENT,Closed,2025-06-23,34125.36
9116,AC00009116,58,3,CURRENT,active,2024-04-03,120602.64
9117,AC00009117,93,1,Fixed Deposit,Dormant,2022-12-14,110528.67
9118,AC00009118,80,3,saving,Closed,2026-02-22,107658.22
9119,AC00009119,36,4,Savings,Inactive,2025-07-20,69559.96
9120,AC00009120,69,4,Fixed Deposit,active,2025-08-02,225286.46
9121,AC00009121,45,2,Savings,active,2024-01-25,38034.12
9122,AC00009122,67,3,Savings,Inactive,2023-04-06,211187.51
9123,AC00009123,89,3,saving,Inactive,2023-08-21,196766.8
9124,AC00009124,76,4,Fixed Deposit,Active,2023-04-25,259181.85
9125,AC00009125,6,1,Fixed Deposit,Dormant,2023-12-11,13467.67
9126,AC00009126,62,1,Savings,Active,2025-06-09,128877.24
9127,AC00009127,6,3,Fixed Deposit,Dormant,2022-10-18,172840.3
9128,AC00009128,52,2,Fixed Deposit,Active,2025-02-13,10452.23
9129,AC00009129,87,4,saving,Dormant,2024-12-21,341482.23
9130,AC00009130,2,1,saving,Active,2024-12-29,27593.78
9131,AC00009131,69,4,Savings,active,2024-03-25,397867.74
9132,AC00009132,27,1,saving,Inactive,2024-12-30,164374.25
9133,AC00009133,15,1,Savings,Closed,2023-06-09,424604.8
9134,AC00009134,89,2,Fixed Deposit,Dormant,2023-06-29,24281.24
9135,AC00009135,4,1,CURRENT,Inactive,2024-02-22,395216.5
9136,AC00009136,2,2,Savings,Closed,2024-11-26,326529.19
9137,AC00009137,62,4,CURRENT,active,2024-12-14,146733.39
9138,AC00009138,95,2,saving,Inactive,2024-11-13,199126.21
9139,AC00009139,14,2,Savings,Active,2025-04-01,99158.38
9140,AC00009140,3,3,Fixed Deposit,Active,2023-09-18,481288.63
9141,AC00009141,5,3,saving,Inactive,2022-11-20,234032.77
9142,AC00009142,57,1,Savings,active,2024-02-12,203833.65
9143,AC00009143,14,4,Savings,Active,2025-09-02,224634.34
9144,AC00009144,32,4,CURRENT,Inactive,2023-03-04,178980.06
9145,AC00009145,52,3,Fixed Deposit,active,2025-11-09,371445.36
9146,AC00009146,76,1,CURRENT,active,2024-01-14,450057.01
9147,AC00009147,66,4,Fixed Deposit,active,2023-07-31,317279.86
9148,AC00009148,26,2,Current,Dormant,2023-02-15,426535.31
9149,AC00009149,34,4,Current,active,2023-11-20,268368.18
9150,AC00009150,17,1,CURRENT,Inactive,2024-06-27,195992.68
9151,AC00009151,54,3,Savings,active,2022-08-05,298420.97
9152,AC00009152,14,2,CURRENT,Active,2024-04-26,239057.86
9153,AC00009153,1,1,Savings,Inactive,2025-03-20,394216.34
9154,AC00009154,38,4,Current,Active,2024-02-10,61607.54
9155,AC00009155,89,3,CURRENT,Closed,2023-02-18,372785.2
9156,AC00009156,15,3,CURRENT,Inactive,2026-03-04,481969.11
9157,AC00009157,83,2,Savings,Closed,2022-08-11,328878.26
9158,AC00009158,86,3,Current,Active,2024-01-21,269415.47
9159,AC00009159,10,3,saving,Active,2025-04-01,449879.04
9160,AC00009160,21,4,Savings,Inactive,2024-04-18,484632.33
9161,AC00009161,24,4,CURRENT,active,2022-10-22,55454.46
9162,AC00009162,88,1,Current,Inactive,2025-03-12,231516.25
9163,AC00009163,74,3,Fixed Deposit,Inactive,2023-06-05,179839.85
9164,AC00009164,43,2,CURRENT,Inactive,2024-11-06,233075.45
9165,AC00009165,60,3,saving,Dormant,2023-12-11,103700.59
9166,AC00009166,60,2,CURRENT,Closed,2024-09-16,104448.48
9167,AC00009167,42,1,Fixed Deposit,Active,2022-07-24,131295.7
9168,AC00009168,37,4,Current,Inactive,2022-09-15,273817.11
9169,AC00009169,98,4,Current,active,2024-07-15,15741.33
9170,AC00009170,79,3,Current,Dormant,2023-04-20,173611.74
9171,AC00009171,57,3,Current,Closed,2025-06-11,120654.76
9172,AC00009172,43,4,CURRENT,Dormant,2023-07-13,296275.66
9173,AC00009173,13,4,saving,active,2025-12-02,13679.93
9174,AC00009174,88,4,Current,Closed,2025-12-03,237498.91
9175,AC00009175,4,1,CURRENT,Active,2026-03-02,389439.84
9176,AC00009176,25,4,Current,Inactive,2023-05-16,92272.7
9177,AC00009177,41,1,saving,Dormant,2025-04-08,20126.92
9178,AC00009178,5,4,Savings,active,2025-11-12,44976.96
9179,AC00009179,75,1,Current,Inactive,2025-01-01,475910.83
9180,AC00009180,9,1,CURRENT,Active,2025-03-21,404609.65
9181,AC00009181,87,4,saving,Active,2023-06-02,315678.04
9182,AC00009182,4,3,Current,active,2023-04-29,322362.14
9183,AC00009183,73,2,Current,Dormant,2026-01-09,135408.79
9184,AC00009184,83,2,CURRENT,Active,2023-11-14,134290.85
9185,AC00009185,73,1,Current,Dormant,2025-07-17,240595.05
9186,AC00009186,12,1,Fixed Deposit,Closed,2023-10-09,128916.83
9187,AC00009187,29,1,CURRENT,active,2022-07-17,485183.74
9188,AC00009188,63,3,Savings,active,2024-07-12,376782.2
9189,AC00009189,79,2,Current,Inactive,2025-07-04,121782.53
